Game,Platform,Score,Genre
Sacred Citad,Xbox 360,5.9,Action
The Other Br,iPhone,5.6,Platformer
Star Trek: Th,PC,4.2,Action
Star Trek: Th,Xbox 360,4.2,Action
Star Trek: Th,PlayStation 3,4.2,Action
Teenage Mut,iPhone,6.8,Platformer
Fish Out of,iPhone,6.9,Action
Deadly Prem,PlayStation 3,7,"Action, Adventure"
The Sushi Spi,iPhone,7.4,Simulation
Dungeon Hu,iPhone,5.5,Adventure
Dillon's Rolli,Nintendo 3DS,6.7,Adventure
LEGO City Un,Nintendo 3DS,6.3,Adventure
Monaco,PC,9,Action
Monaco,Xbox 360,9,Action
Assassin's Cr,Wii U,6.8,"Action, Adventure"
Assassin's Cr,PlayStation 3,6.8,"Action, Adventure"
Assassin's Cr,Xbox 360,6.8,"Action, Adventure"
God Mode,PC,6.7,Shooter
Mr. Crab,iPhone,7.8,Platformer
Assassin's Cr,PC,6.8,"Action, Adventure"
God Mode,Xbox 360,6.7,Shooter
Dead Island,Xbox 360,7.2,Action
Dead Island,PC,7.2,Action
Dead Island,PlayStation 3,7.2,Action
Surgeon Simu,PC,7.8,Simulation
Thomas Was,PlayStation 3,8,Platformer
Thomas Was,PlayStation V,8,Platformer
Star Wars: Th,PC,7.6,RPG
Star Wars: Th,PC,9,RPG
Papo &amp;,PC,4,Adventure
Motocross M,Xbox 360,8.4,Racing
ShootMania,PC,7.8,Shooter
Defiance,Xbox 360,5.5,Action
Defiance,PlayStation 3,5.2,Action
Defiance,PC,5.9,Shooter
Dishonored:,Xbox 360,7.5,Action
Dishonored:,PlayStation 3,7.5,Action
Dishonored:,PC,7.5,Action
Injustice: Go,Xbox 360,8.2,Fighting
Injustice: Go,PlayStation 3,8.2,Fighting
Devil Summo,Nintendo 3DS,7.8,RPG
Cities in Moti,PC,7.5,Simulation
Atelier Totori,PlayStation V,7.8,RPG
Guacamelee!,PlayStation 3,9,"Platformer, Action"
Guacamelee!,PlayStation V,9,"Platformer, Action"
Toki Tori 2,Wii U,8,"Puzzle, Adventure"
Terraria ,PlayStation 3,9,"Action, RPG"
BattleBlock T,Xbox 360,7.8,Platformer
Terraria,Xbox 360,9,"Action, RPG"
Tiger Woods,Xbox 360,8,Sports
Warframe,PC,7,Shooter
Slender: The,PC,6.5,Adventure
Tiger Woods,PlayStation 3,8,Sports
Hyperdimens,PlayStation 3,5.4,RPG
Incredipede,Macintosh,8.5,"Puzzle, Adventure"
Army of Two:,Xbox 360,5,Shooter
Darkstalkers,PlayStation 3,8.4,Fighting
Darkstalkers,Xbox 360,8.4,Fighting
Army of Two:,PlayStation 3,5,Shooter
Incredipede,PC,8.5,"Puzzle, Adventure"
HarmoKnight,Nintendo 3DS,8.5,Platformer
Need for Spe,Wii U,9,"Racing, Action"
Super House,PC,8.3,Action
Major Leagu,Xbox 360,4.5,Sports
Year Walk,iPhone,8,Adventure
Luigi's Mansi,Nintendo 3DS,9.3,Platformer
The Walking,PlayStation 3,4.5,Shooter
BioShock Infi,PC,9.5,Shooter
The Walking,Xbox 360,4.5,Shooter
The Walking,PC,4.5,Shooter
BioShock Infi,Xbox 360,9.4,Shooter
The Walking,Wii U,4.5,Shooter
BioShock Infi,PlayStation 3,9.4,Shooter
Naruto Shipp,PlayStation 3,8.6,Fighting
Naruto Shipp,Xbox 360,8.6,Fighting
Sonic Dash,Android,6.1,Action
Sonic Dash,iPhone,6.1,Action
StarCraft II: H,PC,8.6,Strategy
Sniper: Ghost,PC,5,Shooter
Super Stickm,iPhone,8.2,Sports
The Showdo,PC,6,Action
Gears of War,Xbox 360,9.2,Shooter
Monster Hun,Wii U,8.8,Action
Monster Hun,Nintendo 3DS,8.8,Action
Dead Space,PC,8.2,"Action, Adventure"
Atelier Ayesh,PlayStation 3,6.2,RPG
Dead Space,PlayStation 3,8.2,"Action, Adventure"
Dead Space,Xbox 360,8.2,"Action, Adventure"
LEGO City: U,Wii U,8,Adventure
God of War:,PlayStation 3,7.8,Action
Ridiculous Fi,iPhone,8,Hunting
The Banner S,PC,7.8,"Strategy, RPG"
SimCity,PC,7,Simulation
Dollar Dash,Xbox 360,4.8,Action
Naruto: Powe,Nintendo 3DS,8,"Fighting, Action"
Dollar Dash,PC,4.8,Action
Mass Effect,Xbox 360,9.1,RPG
Mass Effect,PC,9.1,RPG
Mass Effect,PlayStation 3,9.1,RPG
MLB 13: The,PlayStation V,7.6,Sports
Castlevania:,Nintendo 3DS,4.7,Action
MLB 13: The,PlayStation 3,8.8,Sports
Ninja Gaiden,PlayStation V,6,Action
Etrian Odyss,Nintendo 3DS,9,RPG
March of the,PC,7.9,Strategy
Real Racing,iPhone,9.1,Racing
Bit.Trip Prese,PC,9,Platformer
Bit.Trip Prese,Wii U,9,Platformer
Tomb Raider,PC,9.1,Action
Tomb Raider,Xbox 360,9.1,Action
Bit.Trip Prese,Xbox 360,9,Platformer
Bit.Trip Prese,PlayStation 3,9,Platformer
Tomb Raider,PlayStation 3,9.1,Action
Bit.Trip Prese,iPhone,9,Platformer
Gunman Cliv,Nintendo 3DS,8.7,Platformer
Puddle,Wii U,6.8,Puzzle
Dynasty War,PlayStation 3,7.5,Action
Retrovirus,PC,6.6,Shooter
Akaneiro: De,PC,4.5,RPG
Crysis 3,PlayStation 3,8.5,Shooter
Relic Rush,iPhone,7,Puzzle
Crysis 3 ,Xbox 360,8.5,Shooter
Crysis 3,PC,8.5,Shooter
Metal Gear R,PlayStation 3,8.5,Action
Metal Gear R,Xbox 360,8.5,Action
Fist of the No,PlayStation 3,3.7,Action
Bientot L'ete,Macintosh,7,Adventure
Special Force,PC,4.5,Shooter
Special Force,Xbox 360,4.5,Shooter
Bientot L'ete,PC,7,Adventure
Let's Fish! H,PlayStation V,3.4,Hunting
Dungeonland,PC,4.6,"Action, Adventure"
Aliens: Colon,Xbox 360,4.5,Shooter
Aliens: Colon,PC,5,Shooter
Aliens: Colon,PlayStation 3,4.5,Shooter
Proteus,PC,8.5,Adventure
Brain Age: C,Nintendo 3DS,7.8,"Educational, Puzzle"
Dead Space 3,PlayStation 3,7.8,"Action, Adventure"
Dead Space 3,Xbox 360,7.8,"Action, Adventure"
Dead Space 3,PC,7.8,"Action, Adventure"
Omerta: City,PC,5.2,"RPG, Simulation"
Ikachan,Nintendo 3DS,7.3,Adventure
Sly Cooper: T,PlayStation 3,8,Platformer
Sly Cooper: T,PlayStation V,8,Platformer
Might and M,iPhone,8.5,"Puzzle, Adventure"
Fluidity: Spin,Nintendo 3DS,6,Action
Antichamber ,Macintosh,8.6,Puzzle
Antichamber,PC,8.6,Puzzle
Pixel People,iPhone,9,Simulation
Fire Emblem,Nintendo 3DS,9.6,"Strategy, RPG"
Skulls of the,Xbox 360,7,Strategy
Hitman HD T,Xbox 360,8,Compilation
Banana Kong,iPhone,6,Platformer
Hitman HD T,PlayStation 3,8,Compilation
Dungelot,iPhone,8.9,Puzzle
Fieldrunners,PC,8.1,Strategy
Corpse Party:,PlayStation P,5.8,Adventure
The Cave,Wii U,7.9,Adventure
The Cave,PlayStation 3,7.9,Adventure
Strike Suit Ze,PC,7.5,Shooter
The Cave,Xbox 360,7.9,Adventure
Tokyo Crash,Nintendo 3DS,7.7,"Puzzle, Action"
Final Fantasy,iPhone,2.5,RPG
Ni no Kuni:,PlayStation 3,9.4,RPG
Marvel's The,Wii U,5,Action
Borderlands,PC,6.9,"Shooter, RPG"
Borderlands,Xbox 360,6.9,"Shooter, RPG"
Borderlands,PlayStation 3,6.9,"Shooter, RPG"
Unchained Bl,Nintendo 3DS,8,RPG
DmC: Devil,PC,8.9,Action
DmC: Devil,PlayStation 3,8.5,Action
The Earth De,PlayStation V,7.5,Action
007 Legends,Wii U,4.2,Action
Joe Danger,iPhone,9.1,Action
DmC: Devil,Xbox 360,8.9,Action
Anarchy Reig,Xbox 360,5.9,Action
Anarchy Reig,PlayStation 3,5.9,Action
Primordia,PC,6.8,Adventure
Kentucky Rou,PC,8.3,Adventure
Mutant Mud,iPhone,9.1,Platformer
Infestation: S,PC,3,Action
Labyrinth Leg,PlayStation 3,7.7,RPG
Ace of Spade,PC,5.9,Shooter
Monsters Inc,iPhone,7.7,Action
Pudding Mon,iPhone,7.3,"Puzzle, Adventure"
Kinect Party,Xbox 360,8.5,Party
Oddworld: St,PlayStation V,7.5,"Action, Adventure"
Sky Gamblers,iPhone,7.1,Action
AirBuccaneer,PC,7.5,Action
Theatrhythm,iPhone,8,"Music, Action"
Sing Party,Wii U,6.3,Music
Street Fighter,PC,7,Action
Grand Theft,iPhone,7.7,"Action, Adventure"
Sonic &amp;,PlayStation V,7,"Racing, Action"
Sonic &amp;,Nintendo 3DS,7,"Racing, Action"
The Sims 3: S,PC,7.5,Simulation
Tank! Tank!,Wii U,5.8,Action
Guardians of,Xbox 360,7.5,Battle
Ratchet &am,PlayStation 3,6.4,Action
Page Chronic,PlayStation 3,4.1,Puzzle
Miner Wars,PC,5,Shooter
Guardians of,PlayStation 3,7.5,Battle
The Elder Scr,Xbox 360,8.8,RPG
Baldur's Gat,iPad,6,RPG
Black Knight,PlayStation 3,6.9,"Puzzle, Adventure"
Black Knight,Xbox 360,6.9,"Puzzle, Adventure"
The Walking,Xbox 360,9.3,Adventure
The Walking,PlayStation 3,9.3,Adventure
The Walking,iPhone,9.3,Adventure
The Walking,PC,9.3,Adventure
The Walking,PC,9.3,Adventure
The Walking,Macintosh,9.3,Adventure
The Walking,PlayStation 3,9.3,Adventure
The Walking,iPad,9.3,Adventure
The Walking,Xbox 360,9.3,Adventure
Minigore 2: Z,iPhone,9.1,Shooter
Jet Set Radio,iPhone,5.6,Action
Forge,PC,7,Shooter
Nancy Drew:,PC,6.8,Adventure
Just Dance 4,Wii U,5.3,Music
Into the Dead,iPhone,7,Action
Writer Rumbl,iPhone,8.2,"Puzzle, Word Games"
Mass Effect,PlayStation 3,9,RPG
Guilty Gear X,Xbox 360,8.3,Fighting
Guilty Gear X,PlayStation 3,8.3,Fighting
Uncharted: Fi,PlayStation V,7,"Card, Battle"
Modern Com,iPhone,7.8,Shooter
Wonderbook:,PlayStation 3,6,"Simulation, Adventure"
Rift: Storm Le,PC,8.3,RPG
The Walking,iPhone,7.5,Adventure
Miasmata,PC,7.9,Adventure
Bladeslinger:,iPhone,7.2,Action
Funky Barn,Wii U,5,Simulation
ESPN Sports,Wii U,3,Sports
Sonic &amp;,Wii U,8.8,"Racing, Action"
Real Boxing,iPhone,7.6,Sports
Baldur's Gat,PC,8.1,RPG
Crashmo,Nintendo 3DS,9.5,"Puzzle, Action"
PlanetSide 2,PC,9,Shooter
Disney Epic,Wii U,6,"Action, Adventure"
Warriors Oro,Wii U,7,Action
Transformers,Wii U,7.8,Action
Rage of the,iPhone,7.6,Action
Skylanders B,iPhone,6.6,Action
FIFA Soccer 1,Wii U,6,Sports
Family Guy:,Xbox 360,6,Adventure
Family Guy:,PlayStation 3,6,Adventure
Little Inferno,PC,5,Puzzle
Little Inferno,Wii U,5,Puzzle
Little Inferno,Macintosh,5,Puzzle
Little Inferno,iPad,5,Puzzle
Little Inferno,Linux,5,Puzzle
Little Inferno,iPhone,5,Puzzle
Little Chomp,iPhone,8,Action
Trine 2: Direc,Wii U,9,Action
LEGO The Lo,PlayStation V,3.8,"Action, Adventure"
LEGO The Lo,Nintendo 3DS,3.8,"Action, Adventure"
Jetpack Joyri,PlayStation P,7.4,Platformer
LEGO The Lo,PlayStation 3,6.8,"Action, Adventure"
LEGO The Lo,Xbox 360,6.8,"Action, Adventure"
Assassin's Cr,PC,8.6,"Action, Adventure"
Chasing Auro,Wii U,6,Action
Adventure Ti,Nintendo 3DS,8.5,Adventure
Wraithborne,iPhone,5.2,Action
Madden NFL,Wii,8.3,Sports
Rabbids Land,Wii U,5,Party
Call of Duty:,Wii U,9.3,Shooter
Persona 4 Go,PlayStation V,9.3,RPG
Tekken Tag T,Wii U,7.5,Fighting
Madden NFL,Wii U,8.3,Sports
Far Cry 3,PC,9,Shooter
Far Cry 3 ,PlayStation 3,9,Shooter
Mass Effect,Wii U,9.5,RPG
Far Cry 3,Xbox 360,9,Shooter
Disney Epic,Nintendo 3DS,7,"Action, Adventure"
Assassin's Cr,Wii U,8.5,"Action, Adventure"
Nano Assault,Wii U,9,Shooter
Borderlands,PC,9.2,"Shooter, RPG"
Scribblenauts,PC,8.8,"Puzzle, Action"
Borderlands,Xbox 360,9.2,"Shooter, RPG"
PlayStation A,PlayStation V,8,Fighting
Borderlands,PlayStation 3,9.2,"Shooter, RPG"
PlayStation A,PlayStation 3,8,Fighting
Beatdown!,iPhone,6.3,"Fighting, Action"
Waking Mars,PC,6.5,Action
NBA 2K13,Wii U,9.1,Sports
Waking Mars,iPhone,6.5,Action
The Walking,Xbox 360,9.5,Adventure
The Walking,PC,9.5,Adventure
The Walking,iPad,9.5,Adventure
The Walking,Macintosh,9.5,Adventure
The Walking,PlayStation 3,9.5,Adventure
Hitman: Abso,PlayStation 3,9,Action
ZombiU,Wii U,6.3,Shooter
Hitman: Abso,Xbox 360,9,Action
Hitman: Abso,PC,9,Action
Batman: Arkh,Wii U,9.5,Action
Disney Epic,PlayStation 3,6,"Action, Adventure"
Darksiders II,Wii U,7.5,Action
Disney Epic,Xbox 360,6,"Action, Adventure"
Call of Duty:,PlayStation V,4,Shooter
Scribblenauts,Wii U,8.8,"Puzzle, Action"
Fallen Encha,PC,7.9,Strategy
Guns of Icaru,PC,7.3,Shooter
Sonic &amp;,Xbox 360,8.6,"Racing, Action"
New Super M,Wii U,9.1,Platformer
Sonic &amp;,PlayStation 3,8.6,"Racing, Action"
Nintendo Lan,Wii U,8.7,Party
ARC Squadro,iPhone,7.3,"Flight, Action"
Ninja Gaiden,Wii U,7.6,Action
Call of Duty:,PC,9.3,Shooter
F1 Race Stars,Xbox 360,5.2,Racing
F1 Race Stars,PlayStation 3,5.2,Racing
Midway Arca,PlayStation 3,5.5,"Action, Compilation"
Midway Arca,Xbox 360,5.5,"Action, Compilation"
Call of Duty:,Xbox 360,9.3,Shooter
Call of Duty:,PlayStation 3,9.3,Shooter
When Viking,PlayStation 3,6.5,"Fighting, Action"
When Viking,PlayStation V,6.5,"Fighting, Action"
Freakyforms,Nintendo 3DS,5,Productivity
Painkiller: He,PC,5,Shooter
Transformers,Nintendo 3DS,8,Action
Angry Birds S,iPhone,8.8,Puzzle
Farming Simu,PC,7.1,Simulation
Paper Mario:,Nintendo 3DS,8.3,RPG
Lucius,PC,6,Adventure
LittleBigPlan,PlayStation 3,5,Racing
Primal Carna,PC,7.6,Shooter
Symphonica:,iPhone,6,Music
Natural Selec,PC,8,Shooter
Football Man,Macintosh,9,"Sports, Simulation"
Football Man,PC,9,"Sports, Simulation"
Need for Spe,PlayStation V,7.4,"Racing, Action"
Orgarhythm,PlayStation V,4.7,"Music, Action"
Sports Cham,PlayStation 3,7.6,"Sports, Action"
Zone of the E,PlayStation 3,7,"Action, Compilation"
Harvest Moo,Nintendo 3DS,8.3,Adventure
Halo 4,Xbox 360,9.8,Shooter
Zone of the E,Xbox 360,7,"Action, Compilation"
Halo 4 (Limit,Xbox 360,9.8,Shooter
Borderlands,iPhone,6.5,"Action, RPG"
Borderlands,iPad,6.5,"Action, RPG"
Ragnarok Od,PlayStation V,5,RPG
Okami HD,PlayStation 3,9.4,Adventure
Pid,PC,7.8,Platformer
Need for Spe,iPhone,6.9,"Racing, Action"
Pid ,PlayStation 3,7.8,Platformer
Pid,Xbox 360,7.8,Platformer
Need for Spe,PlayStation 3,9,"Racing, Action"
Assassin's Cr,Xbox 360,8.5,"Action, Adventure"
Assassin's Cr,PlayStation V,7.2,Action
Need for Spe,Xbox 360,9,"Racing, Action"
Smart As...,PlayStation V,8.5,"Educational, Puzzle"
Assassin's Cr,PlayStation 3,8.5,"Action, Adventure"
Need for Spe,PC,9,"Racing, Action"
WWE '13,PlayStation 3,8.4,Wrestling
Street Fighter,PlayStation V,6.6,Fighting
WWE '13,Xbox 360,8.4,Wrestling
Chivalry: Me,PC,7.9,Adventure
Sonic Jump,iPhone,7.5,Platformer
Medal of Ho,PC,4,Shooter
Professor Lay,Nintendo 3DS,8.7,Adventure
Edna &amp;,PC,6,Adventure
Hotline Mia,PC,8.8,Action
Medal of Ho,PlayStation 3,4,Shooter
Medal of Ho,Xbox 360,4,Shooter
The Lord of t,PC,8.3,RPG
Doom 3: BFG,Xbox 360,7.6,RPG
Rugby Leagu,Xbox 360,6,Sports
Rugby Leagu,PlayStation 3,6,Sports
Doom 3: BFG,PlayStation 3,7.6,RPG
Punch Quest ,iPhone,9.3,Action
Doom 3: BFG,PC,7.6,RPG
He-Man: The,iPhone,6.8,Action
Silent Hill: Bo,PlayStation V,6,Adventure
Diaspora: Sh,PC,7.4,"Flight, Action"
Pocket Clothi,iPhone,6.6,Strategy
Pocket Clothi,Android,6.6,Strategy
True Skate,iPhone,6.7,Sports
Ravaged,PC,6.7,Shooter
Zero Escape:,Nintendo 3DS,9.5,Adventure
Zero Escape:,PlayStation V,9.5,Adventure
The Walking,iPad,9,Adventure
Girls Like Ro,iPhone,8.5,Puzzle
Happy Wars,Xbox 360,4,Action
Dokuro,PlayStation V,8.8,Action
Borderlands,PlayStation 3,7.5,"Shooter, RPG"
Naughty Bea,PlayStation 3,2.3,Action
Naughty Bea,Xbox 360,2.3,Action
Skylanders Gi,PlayStation 3,8,"Action, Adventure"
Borderlands,PC,7.5,"Shooter, RPG"
Skylanders Gi,Xbox 360,8,"Action, Adventure"
Skylanders Gi,Wii,8,"Action, Adventure"
Borderlands,Xbox 360,7.5,"Shooter, RPG"
Devil's Attor,Android,8.3,Strategy
Devil's Attor,iPhone,8.3,Strategy
Code of Princ,Nintendo 3DS,6.9,"Action, RPG"
SunFlowers,PlayStation V,8,Puzzle
007 Legends,Xbox 360,4.5,Action
007 Legends,PlayStation 3,4.5,Action
Funky Smugg,iPhone,9,Action
Colour Bind,PC,6.2,None
WRC 3 FIA W,Xbox 360,5,Racing
WRC 3 FIA W,PC,5,Racing
Retro City Ra,PlayStation 3,5.3,"Action, Adventure"
Retro City Ra,PC,5.3,"Action, Adventure"
Dance Centr,Xbox 360,8,Music
WRC 3 FIA W,PlayStation 3,5,Racing
Retro City Ra,PlayStation V,5.3,"Action, Adventure"
The Unfinish,PlayStation 3,9,Puzzle
Forza Horizon,Xbox 360,9,Racing
FIFA Soccer 1,PlayStation V,4,Sports
Mugen Souls,PlayStation 3,3.9,"Strategy, RPG"
Crazy Taxi,iPhone,7.1,Action
New Little Ki,PlayStation V,5.8,RPG
Fable: The Jo,Xbox 360,7.2,"Action, RPG"
The Walking,PC,7.5,Adventure
The Walking,iPad,7.5,Adventure
The Walking,PlayStation 3,7.5,Adventure
Cortex Comm,PC,5,"Action, Simulation"
Derrick the D,PlayStation 3,7.4,Action
The Walking,Xbox 360,7.5,Adventure
The Walking,Macintosh,7.5,Adventure
XCOM: Enem,Xbox 360,8.2,Strategy
XCOM: Enem,PC,8.2,Strategy
One Piece: Pi,PlayStation 3,6,Action
XCOM: Enem,PlayStation 3,8.2,Strategy
Dishonored,Xbox 360,9.2,Action
Dishonored,PC,9.2,Action
Dishonored,PlayStation 3,9.2,Action
Angry Birds T,Nintendo 3DS,7,"Puzzle, Action"
Angry Birds T,Xbox 360,7,"Puzzle, Action"
Angry Birds T,PlayStation 3,7,"Puzzle, Action"
Hell Yeah! W,PC,4.9,Platformer
Hell Yeah! W,Xbox 360,4.9,Platformer
Hell Yeah! W,PlayStation 3,4.9,Platformer
World of War,PC,8.7,RPG
Pokemon Wh,Nintendo DS,9.6,RPG
War of the R,PC,7.3,Action
Pokemon Bla,Nintendo DS,9.6,RPG
Drakerider,iPhone,6.5,RPG
Worms Revol,PlayStation 3,8.5,Strategy
Worms Revol,PC,8.5,Strategy
Worms Revol,Xbox 360,8.5,Strategy
Bad Piggies,iPhone,9.2,Action
Resident Evil,PlayStation 3,7.9,"Action, Adventure"
Resident Evil,Xbox 360,7.9,"Action, Adventure"
Shad'O,PC,7,Adventure
Demon's Sco,iPhone,6.9,Action
NBA 2K13,Xbox 360,9.1,Sports
NBA 2K13,PlayStation 3,9.1,Sports
NBA 2K13,PC,9.1,Sports
Lili: Child of,iPhone,7,Adventure
Marvel vs. C,Xbox 360,8.2,Fighting
Marvel vs. C,PlayStation 3,8.2,Fighting
Dead or Alive,PlayStation 3,8.8,Fighting
Dead or Alive,Xbox 360,8.8,Fighting
Realms Of A,Xbox 360,5.5,Action
Realms Of A,PlayStation 3,5.5,Action
Anomaly: Wa,PlayStation 3,8.2,Action
Rayman: Jun,iPhone,8.8,Platformer
FIFA Soccer 1,PC,9,Sports
FIFA Soccer 1,PlayStation 3,9,Sports
Torchlight II,PC,9.1,"Action, RPG"
FIFA Soccer 1,Xbox 360,9,Sports
The Sims 3: S,PC,4.5,Simulation
Super Hexag,iPhone,9,Action
Final Fantasy,iPhone,8,RPG
Machinarium,PlayStation 3,8,Adventure
They Bleed P,PC,8.2,Platformer
Pro Evolution,Xbox 360,8.5,Sports
Snapshot ,PC,5,Platformer
F1 2012,PC,9,Racing
F1 2012,PlayStation 3,9,Racing
Jet Set Radio,PlayStation 3,7.5,Action
Jet Set Radio,PlayStation V,7.5,Action
Pro Evolution,PlayStation 3,8.5,Sports
Jet Set Radio,Xbox 360,7.5,Action
F1 2012,Xbox 360,9,Racing
Pro Evolution,PC,8.5,Sports
Borderlands,Xbox 360,9,"Shooter, RPG"
Joe Danger:,Xbox 360,8,Action
Borderlands,PC,9,"Shooter, RPG"
Borderlands,PlayStation 3,9,"Shooter, RPG"
Tokyo Jungle,PlayStation 3,8,Adventure
Splice: Tree o,iPad,8.5,Puzzle
LittleBigPlan,PlayStation V,9,Platformer
NHL 13,Xbox 360,8.5,Sports
NHL 13,PlayStation 3,8.5,Sports
Total War Ba,Macintosh,7,Strategy
Guild Wars 2,PC,9,RPG
Double Drag,PlayStation 3,3,Fighting
Double Drag,Xbox 360,3,Fighting
Total War Ba,PC,7,Strategy
Tekken Tag T,PlayStation 3,7.5,Fighting
Tekken Tag T,Xbox 360,7.5,Fighting
Wild Blood ,iPhone,7,None
Mark of the,Xbox 360,9,"Action, Adventure"
Mark of the,PC,9,"Action, Adventure"
Home: A Uni,Macintosh,6.5,Adventure
Home: A Uni,PC,6.5,Adventure
Avengers Init,iPhone,8,Action
Way of the S,PlayStation 3,5.5,"Action, Adventure"
JoJo's Bizarre,Xbox 360,7,Fighting
JoJo's Bizarre,PlayStation 3,7,Fighting
Mass Effect,PlayStation 3,7.5,RPG
Mass Effect,Xbox 360,7.5,RPG
Mass Effect,PC,7.5,RPG
Dark Souls (P,PC,9,"Action, RPG"
Symphony,PC,7,Shooter
Bastion,iPad,9,"Action, RPG"
Thirty Flights,PC,8,Adventure
Tom Clancy's,PC,7.5,Shooter
Legasista,PlayStation 3,6.5,"Action, RPG"
The Walking,Macintosh,9,Adventure
The Walking,PC,9,Adventure
The Walking,Xbox 360,9,Adventure
The Walking,PlayStation 3,9,Adventure
Counter-Strik,Macintosh,8,Shooter
Rock Band Bl,Xbox 360,8.5,Music
Counter-Strik,PC,8,Shooter
The World En,iPad,9.5,RPG
Counter-Strik,PlayStation 3,8,Shooter
The World En,iPhone,9.5,RPG
Counter-Strik,Xbox 360,8,Shooter
Madden NFL,PlayStation V,6,Sports
Madden NFL,PlayStation 3,9,Sports
Madden NFL,Xbox 360,9,Sports
Hoodwink,PC,2.5,Adventure
Transformers,Xbox 360,8.5,Shooter
Transformers,PlayStation 3,8.5,Shooter
Hero Academ,iPhone,9,Strategy
Hero Academ,PC,9,Board
Puzzle Craft,iPhone,9,Puzzle
Darksiders II,PC,7.5,Action
Left 4 Dead 2,Macintosh,7,Shooter
Left 4 Dead 2,PC,7,Shooter
Puzzle Craft,Android,9,Puzzle
Left 4 Dead 2,Xbox 360,7,Shooter
Horn,iPhone,9,"Action, Adventure"
Retro/Grade,PlayStation 3,7,None
Cafeteria Nip,iPhone,6,Simulation
Iron Brigade,PC,9,Action
Sleeping Dog,Xbox 360,8.5,Action
Sleeping Dog,PlayStation 3,8.5,Action
Papo &amp;,PlayStation 3,4,Adventure
Darksiders II ,PlayStation 3,7.5,Action
Darksiders II,Xbox 360,7.5,Action
Pitfall,iPhone,7,Platformer
Dust: An Elys,Xbox 360,8.5,Platformer
Hybrid,Xbox 360,8,Shooter
The Dark Kni,iPhone,5.5,Action
10000000,iPhone,7.5,None
The Political,PC,6.5,Strategy
Sound Shape,PlayStation 3,9,Platformer
Sound Shape,PlayStation V,9,Platformer
Sound Shape,PlayStation 4,9,Platformer
Persona 4 Ar,PlayStation 3,9,Fighting
Persona 4 Ar,Xbox 360,9,Fighting
ORC: Vengea,iPhone,8,RPG
New Super M,Nintendo 3DS,8.5,Platformer
MANOS: The,iPhone,6,Platformer
The Expenda,PlayStation 3,5.5,Shooter
A Virus Nam,PC,7,"Puzzle, Action"
Fieldrunners,iPhone,8.5,Strategy
Deadlight,Xbox 360,8.5,Action
Foosball 201,PlayStation V,5.5,Board
Malicious,PlayStation 3,5.5,Action
Orcs Must Di,PC,9,Strategy
Foosball 201,PlayStation 3,5.5,Board
Art Academy:,Nintendo 3DS,8,Productivity
The Secret W,PC,7,RPG
Freakyforms:,Nintendo 3DS,6.5,Productivity
Anna,PC,5.5,Adventure
Thomas Was,PC,8,Platformer
Wreckateer,Xbox 360,6.5,Action
Resonance,PC,7,Adventure
Great Big Wa,iPhone,9.5,Strategy
Railroad Stor,iPhone,6,Strategy
Asphalt 7: He,iPhone,8,Racing
Tony Hawk's,Xbox 360,8,Sports
Comedy Cent,iPhone,7.5,Simulation
Comedy Cent,Android,7.5,Simulation
Kingdom Hea,Nintendo 3DS,8.5,"Action, Adventure"
Dyad,PlayStation 3,8.5,"Racing, Action"
Zuma's Reve,Xbox 360,7,Puzzle
LEGO Batma,PC,8.5,"Action, Adventure"
Endless Spac,PC,8,Strategy
NCAA Footba,Xbox 360,8,Sports
NCAA Footba,PlayStation 3,8,Sports
Apple Jack 2,Xbox 360,8,Platformer
Fray,PC,2,Action
Dungeon Twi,PlayStation 3,3,Board
Test Drive: F,PlayStation 3,6.5,Racing
Test Drive: F,PC,6.5,Racing
Test Drive: F,Xbox 360,6.5,Racing
Spelunky ,Xbox 360,9,Platformer
Roller Coaste,PC,6.5,Simulation
Rainbow Mo,PlayStation V,8,"Strategy, RPG"
Rainbow Mo,PlayStation 3,8,"Strategy, RPG"
Fatal Frame:,Wii,8.5,Adventure
London 2012:,Xbox 360,7,Sports
London 2012:,PlayStation 3,7,Sports
The Elder Scr,Xbox 360,8,RPG
The Elder Scr,PC,8,RPG
The Elder Scr,PlayStation 3,8,RPG
Theatrhythm,Nintendo 3DS,8.5,"Music, Action"
Jeremy McGr,Xbox 360,7.5,Racing
The Walking,iPad,8.5,Adventure
The Walking,PC,8.5,Adventure
The Walking,PlayStation 3,8.5,Adventure
Jeremy McGr,PlayStation 3,7.5,Racing
The Walking,Macintosh,8.5,Adventure
The Walking,Xbox 360,8.5,Adventure
The Amazing,Nintendo 3DS,7,Action
Spec Ops: Th,PlayStation 3,8,Shooter
The Amazing,Xbox 360,7,Action
Spec Ops: Th,Xbox 360,8,Shooter
The Amazing,PlayStation 3,7,Action
Magic: The G,PC,8.5,"Card, Battle"
Escape Goat,PC,8,Platformer
Penny Arcad,Xbox 360,8,RPG
Magic: The G,Xbox 360,8.5,"Card, Battle"
Magic: The G,Xbox 360,8.5,"Card, Battle"
Virtua Fighte,Arcade,8.5,Fighting
Magic: The G,iPad,8.5,"Card, Battle"
Virtua Fighte,PlayStation 3,8.5,Fighting
Magic: The G,PlayStation 3,8.5,"Card, Battle"
Heroes of Ru,Nintendo 3DS,7,Adventure
